location_id,is_verified,is_hidden,is_location_screening_patients,is_location_collecting_specimens,location_name,location_address_street,location_address_locality,location_address_region,location_address_postal_code,lat,lng,location_place_of_service_type,location_contact_phone_main,location_contact_url_main,location_hours_of_operation,is_location_accepting_third_party_orders_for_testing,is_location_only_testing_patients_that_meet_criteria,is_location_by_appointment_only,location_contact_phone_appointments,location_contact_url_appointments,location_specific_testing_criteria,additional_information_for_patients,data_source,is_ready_for_prod,location_address_district,geometry
61be62e2-1e4e-477d-a5b7-af091dab756a,t,f,f,f,Burnet County Health Department,309 Industrial Boulevard,Burnet,TX,,30.735826,-98.23432,Public Health Department,512-715-3361,,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-98.23432 30.735826)
93bcfcf9-a750-4643-a428-bd9cbf7113c5,t,f,f,f,CHI St. Luke's Health Emergency Center - Pasadena,5161 East Sam Houston Parkway South,Pasadena,TX,77505.0,29.633031699999997,-95.1662963,Public Health Department,281-810-9326,https://www.chistlukeshealth.org/locations/chi-st-lukes-health-emergency-center-pasadena,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-95.1662963 29.6330317)
6d5f52fc-db8b-487a-99a5-4620ccb85120,f,f,t,f,Benton County Health Department,1204 Southwest 14th Street,Bentonville,Arkansas,,36.3573,-94.22618,Public Health Department,479-271-1055,http://www.co.benton.ar.us/healthdepartment/default.aspx,,,,,,,,,provider website,,,POINT (-94.22618 36.3573)
873412b7-ace2-4bf4-b18a-297ab7f73c44,t,f,t,f,Saint Francis Medical Center,211 St Francis Dr,Cape Girardeau,MO,63703.0,37.303581,-89.5712524,Public Health Department,(573) 331-4200,,,f,t,f,,,,,dph website,,,POINT (-89.5712524 37.303581)
96ab1f47-2268-4f9e-b123-65a57b21959c,f,f,t,f,Contra Costa Health Department,2355 Stanwell Circle,Concord,California,,37.98235,-122.04861000000001,Public Health Department,925-646-5275,,,,,,,,,,provider website,,,POINT (-122.04861 37.98235)
f076d7d0-858b-4cf1-84b2-6b9854a35473,f,f,t,f,Wyoming Department of Health - Public Health Nursing,6101 Yellowstone Road,Cheyenne,Wyoming,,41.175102,-104.82859,Public Health Department,307-777-7275,http://wdh.state.wy.us/familyhealth/nursing/index.html,,,,,,,,,provider website,,,POINT (-104.82859 41.175102)
0d211c39-970f-45bf-b656-e66e2db6047d,t,f,t,t,Greenwich Hospital,5 Perryridge Road,Greenwich,CT,6830.0,41.0344955,-73.63019849999999,Hospital,203-863-3000,https://www.ynhhs.org/locations/greenwich-5-perryridge-road.aspx,Call ahead,t,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-73.6301985 41.0344955)
0ca24df6-1dce-4dbd-837d-b250f2ea3efa,f,f,t,f,Laramie Health Department,2020 Grand Avenue,Laramie,Wyoming,,41.299206,-105.53423000000001,Public Health Department,307-742-6859,,,,,,,,,,provider website,,,POINT (-105.53423 41.299206)
520efa68-0973-48ee-b0b8-143d7d7a29c4,t,f,t,t,Emergency Department - Belvidere,1625 South State Street,Belvidere,IL,61008.0,42.2428148,-88.839866,Emergency Room,815-547-5441,https://www.swedishamerican.org/locations/emergency-department-belvidere,,f,t,f,,,,,crowdsource,,,POINT (-88.839866 42.2428148)
9fdb5eb5-c315-4cc3-8c04-676e71108616,f,f,t,f,Chesapeake Health Department,490 Liberty St,Chesapeake,Virginia,,36.822674,-76.27479,Public Health Department,757-382-2651,,,,,,,,,,provider website,,,POINT (-76.27479 36.822674)
249d79af-80cf-4e3b-bc84-4e801ea6f126,f,f,t,f,Clay County Health Department,330 Shamrock Rd,Manchester,Kentucky,,37.132269799999996,-83.7634139,Public Health Department,606-598-2425,,,,,,,,,,provider website,,,POINT (-83.7634139 37.1322698)
b0d93874-b00e-4585-8261-5a1b0e955fb6,t,f,t,f,Northeast Medical Group Family Practice - Centerbrook,57-61 Main Street,Centerbrook,CT,6409.0,41.347189799999995,-72.43482979999999,Primary Care,833-275-9644,,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-72.4348298 41.3471898)
a587faa2-ced2-409f-9757-13e8934e221b,f,f,t,f,Woodstock Health Department,494 North Main Street,Woodstock,Virginia,,38.88673,-78.50148,Public Health Department,540-459-3733,,,,,,,,,,provider website,,,POINT (-78.50148 38.88673)
587ada3c-d307-45f0-81fa-1bb17e40e2a1,f,f,t,t,Scioto County Health Department,602 7th Street,Portsmouth,Ohio,,38.735718,-83.00044,Urgent Care,740-354-3241,http://www.sciotocountyohio.com/health1.htm,Call ahead,f,t,t,,https://my.clevelandclinic.org/landing/preparing-for-coronavirus,https://my.clevelandclinic.org/landing/preparing-for-coronavirus#testing-tab,Please Note: A Cleveland Clinic electronic provider’s order is required for COVID-19 testing.,provider website,,,POINT (-83.00044 38.735718)
c0efd2be-0d1b-4443-8a88-a1c195358393,f,f,t,f,Orange County Health Department,1111 Rock Springs Road,Apopka,Florida,,28.71469,-81.50905999999999,Public Health Department,407-254-1054,,,,,,,,,,provider website,,,POINT (-81.50906 28.71469)
3e65a52c-14c4-4d37-89d7-68b793bad8f3,t,f,t,t,Cleveland Clinic Florida Wellington,"2789 S. State Road 7, Suites 100/200",Wellington,Florida,33414.0,26.6387493,-80.2055946,Urgent Care,561.898.5100,https://my.clevelandclinic.org/locations/directions/480-cleveland-clinic-florida-wellington,Call ahead,f,t,t,855-697-3750,https://my.clevelandclinic.org/landing/preparing-for-coronavirus,https://my.clevelandclinic.org/landing/preparing-for-coronavirus#testing-tab,Please Note: A Cleveland Clinic electronic provider’s order is required for COVID-19 testing.,provider website,,,POINT (-80.2055946 26.6387493)
905de5d6-cea9-40b8-85dc-af4127bf8b13,f,f,t,f,Cromwell Health Department,41 West Street,Cromwell,Connecticut,,41.59838,-72.65126,Public Health Department,860-632-3426,http://www.cromwellct.com/departments/developmental-services/health-department.html,,,,,,,,,provider website,,,POINT (-72.65126 41.59838)
baf0fb9f-81ac-42f2-89a6-4e658456d1b8,t,t,t,t,Mid-Bergen Regional Health Commission,930 River Road,New Milford,NJ,,40.92399,-74.02715,Hospital,201-599-6290,http://www.midbergen-regionalhealth.org/,,f,t,f,,,,,crowdsource,,,POINT (-74.02715 40.92399)
3345184f-e7be-4144-886c-9093d9a7ae7a,t,t,f,f,Mchenry County Health Department,2200 North Seminary Avenue,Woodstock,IL,,42.3404544,-88.4408969,Public Health Department,815-334-4510,http://www.co.mchenry.il.us/departments/health/pages/mcdhindex.aspx,,f,t,f,,,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus/health-care-providers/PUI-decision-matrix,"2019-nCoV Disclaimer: The contact information in this directory is for the ‘primary contact’ at each local health department and may not be the best point of contact for Novel Coronavirus (2019-nCoV) response activities. While you can still use this information, note that you will likely need to be redirected to a more appropriate contact person at the agency",entity website,,,POINT (-88.4408969 42.3404544)
d7745360-42da-41cd-84a6-6226c75cec03,f,t,t,t,Taney County Health Department,320 Rinehart Road,Branson,MO,,36.691883000000004,-93.2164,Urgent Care,417-334-4544,,,f,t,t,,,,"We’ve created a screening questionnaire based on CDC guidelines to help you determine the most appropriate level of care for you. If it is determined you need a Virtual Visit, this will be offered free of charge. Thank you for your patience as we are handling an extremely high volume of virtual evaluations at this time",entity website,,,POINT (-93.2164 36.691883)
166845fc-76c5-4598-94e5-a4766e9f0a26,t,f,t,t,UW Neighborhood Belltown Clinic,"2505 2nd Ave., Suite 200",Seattle,WA,98121.0,47.615417,-122.348,Medical Center,206-443-0400,https://www.uwmedicine.org/locations/primary-care-belltown,,t,t,t,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,,,POINT (-122.348 47.615417)
c220f06b-fbc5-4074-8ce1-0739ac255d29,f,t,f,f,Ipswich Board of Health,25 Green Street,Ipswich,MA,,42.680794,-70.83389,Public Health Department,978-356-6605,http://www.town.ipswich.ma.us/health/default.htm,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.83389 42.680794)
9f9f0a85-f156-46b3-8a60-e902dd4c9062,f,f,t,f,Madison County Health Department,589 East College Street,Jackson,Tennessee,,35.615615999999996,-88.80962,Public Health Department,731-423-3020,,,,,,,,,,provider website,,,POINT (-88.80962 35.615616)
a656a873-2b24-4d80-9888-a05300b45f41,f,f,t,f,Edgecombe County Health Department,2909 North Main Street,Tarboro,North Carolina,,35.923294,-77.556465,Public Health Department,252-641-7531,http://www.edgecombecountync.gov/health/health.aspx,,,,,,,,,provider website,,,POINT (-77.556465 35.923294)
39888ece-c3bd-48a0-849b-e4868abf6832,f,f,t,f,East Shore Health District,14 Business Park Drive,Branford,Connecticut,,41.296603999999995,-72.76636500000001,Public Health Department,203-481-4233,http://www.esdhd.org/,,,,,,,,,provider website,,,POINT (-72.766365 41.296604)
1812fa90-5ccd-40e2-af20-3e4de93b8134,f,f,t,f,Madera County Health Department,40169 Golden Chain Highway,Oakhurst,California,,37.336937899999995,-119.6663318,Public Health Department,559-658-7456,,,,,,,,,,provider website,,,POINT (-119.6663318 37.3369379)
680695aa-c9ba-4cce-98f3-3e228ca59a6d,f,f,t,f,Ridgefield Health Department,66 Prospect Street,Ridgefield,Connecticut,,41.283928,-73.493965,Public Health Department,203-431-2746,http://www.ridgefieldct.org/content/46/6311/default.aspx,,,,,,,,,provider website,,,POINT (-73.493965 41.283928)
e43ff6d5-9fcb-4f4a-be07-13a8ae726cbd,f,f,t,f,Town Health Officer - Morgan,41 Meade Hill,Morgan,Vermont,,44.914513,-72.014275,Public Health Department,802-895-2927,,,,,,,,,,provider website,,,POINT (-72.014275 44.914513)
980ae77f-3e9f-4944-b988-ad881d12cb06,f,f,f,f,Norwood Health Department,566 Washington Street,Norwood,MA,,42.19539,-71.20006,Public Health Department,781-762-1240,http://www.norwoodma.gov/index.php?option=com_content&view=article&id=23&itemid=57,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.20006 42.19539)
7325204b-cd63-4a37-9aad-10b5c879e405,t,f,t,t,Albany County Department of Health,175 Green Street,Albany,NY,,42.64134,-73.75465,Clinic,518-447-4580,http://www.albanycounty.com/health/default.asp,,f,t,t,,https://patient.carbonhealth.com/?lng=en#/schedule?practiceId=5bdaef44-8ff0-439f-99d7-3285afcc6911&virtual=true&instant=true&&apptReasonId=a516b4f7-339d-47bc-910d-3b89b81e2e9a,,Please use the COVID-19 check my symptoms tool.,provider website,,,POINT (-73.75465 42.64134)
2ac6c62c-8d3c-45c2-ba03-21a2f504a8e1,f,f,t,f,Big Horn County Public Health Nursing,417 South 2nd Street,Greybull,Wyoming,,44.484559999999995,-108.04973600000001,Public Health Department,307-765-2371,,,,,,,,,,provider website,,,POINT (-108.049736 44.48456)
9eeb0836-fea2-49b3-94b6-6e86eb63dcca,f,f,f,f,Minnesota Health Department,3333 West Division Street,St. Cloud,Minnesota,,45.553352000000004,-94.19884,Public Health Department,320-223-7300,,,f,t,f,,,,,provider website,,,POINT (-94.19884 45.553352)
87387338-f5cd-4b7f-bb16-946d90d6f2c1,f,t,f,f,Oak Bluffs Board of Health,56 School Street,Oak Bluffs,MA,,41.455265000000004,-70.56596,Public Health Department,508-693-3554,http://www.oakbluffsma.gov/index.cfm/page/board-of-health/pid/10277,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.56596 41.455265)
a0e56e3d-cec5-4cf2-9fa6-ffa4f6bbcc06,f,f,t,f,Watertown Health Department,515 South 1st Street,Watertown,Wisconsin,,43.191159999999996,-88.72479,Public Health Department,920-262-8090,http://www.ci.watertown.wi.us/health.html,,,,,,,,,provider website,,,POINT (-88.72479 43.19116)
ba97b33d-f3d3-475a-aec3-1fc4f006487d,f,f,f,f,Kershaw County Health Department,2611 Liberty Hill Road,Camden,South Carolina,,34.276543,-80.61041999999999,Public Health Department,803-432-5323,,,f,t,f,,,,,provider website,,,POINT (-80.61042 34.276543)
7bbe375e-7a72-4148-b331-c1a28dacf874,f,f,t,f,Honolulu Health Department,235 South Beretania Street,Urban Honolulu,Hawaii,,21.309396600000003,-157.858072,Public Health Department,808-586-8175,,,,,,,,,,provider website,,,POINT (-157.858072 21.3093966)
55486084-d510-4aca-a71e-1ae7c7ee691c,f,f,t,f,Greenup County Health Department,806 Seaton Avenue,Greenup,Kentucky,,38.571632,-82.83567,Public Health Department,606-473-9838,http://greenuphealth.com/index.html,,,,,,,,,provider website,,,POINT (-82.83567 38.571632)
ab366c3b-11d2-4ead-9b0b-d677246fc111,t,f,t,f,Carbondale Health Department,1155 South Oakland Avenue,Carbondale,IL,,37.738434000000005,-89.22765,Public Health Department,618-457-5131,http://www.dph.illinois.gov/,,f,t,f,,,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus/health-care-providers/PUI-decision-matrix,"2019-nCoV Disclaimer: The contact information in this directory is for the ‘primary contact’ at each local health department and may not be the best point of contact for Novel Coronavirus (2019-nCoV) response activities. While you can still use this information, note that you will likely need to be redirected to a more appropriate contact person at the agency",entity website,,,POINT (-89.22765 37.738434)
3de1cbc4-f304-4a48-89ba-a7fd1855121c,f,f,f,f,Saugus Health Department,2 Rice Street,Saugus,Massachusetts,,42.458622,-71.01655600000001,Public Health Department,781-233-5504,,,,,,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.016556 42.458622)
07255674-ff75-445a-bb11-9d0c5fcd1365,f,f,t,f,Volusia County Health Department,1845 Holsonback Drive,Daytona Beach,Florida,,29.213720000000002,-81.07596600000001,Public Health Department,386-274-0500,http://www.doh.state.fl.us/chd/volusia/index.html,,,,,,,,,provider website,,,POINT (-81.075966 29.21372)
c5070612-4757-48ad-968f-bcfa26919666,f,f,t,f,Colchester Health Department,127 Norwich Avenue,Colchester,Connecticut,,41.48462,-72.25426999999999,Public Health Department,860-537-7214,http://www.colchesterct.gov/pages/colchesterct_dept/hsd/index,,,,,,,,,provider website,,,POINT (-72.25427 41.48462)
c20aa196-f9ff-4586-b800-e1dfe8292fac,t,f,t,t,Penn Medicine,201 King of Prussia Road,Wayne,PA,19087.0,40.08115504,-75.3887642,Hospital,800-789-7366,,Call ahead,t,t,t,215-615-2222,https://lp.pennmedicine.org/firstcall/connect?hcmacid=fc&_ga=2.155326386.805380106.1584737354-328008446.1584737354,https://www.pennmedicine.org/coronavirus,"If you have flu and cold symptoms and suspect it may be coronavirus (COVID-19), call your provider’s office or the urgent care center before going in for care. Penn Medicine has in-house and send-out testing for patients suspected of the COVID-19 infection. Your health care provider will determine whether testing is appropriate for you based on your symptoms and exposure history. Penn Medicine patients can also contact Penn Medicine OnDemand for a virtual visit. To schedule call 215-615-2222. If you are a myPennMedicine user, you can also schedule using the MyPennMedicine app. If you have any questions, please call Penn Medicine's coronavirus hotline at 267-785-8585.",provider website,,,POINT (-75.3887642 40.08115504)
